dutch;french;type;id;article;part;chapter;tags;issuer;date;difficulty;
"Hallo, ik wil graag een plaats reserveren voor mij en mijn vriend Patrick.";"bonjour, je voudrais réserver un place pour moi et mon ami Patrick.";;248442d0-a4d8-416f-968c-e52ccfcac7f4;;Talen en landen;discussions;"hotellerie,begroeting,Talen en landen";;-1;-1;
Ze spreekt niet veel Neederlands;Elle ne parle pas beaucoup le néérlandais;;248442d0-a4d8-416f-968c-e52ccfcac7f5;;Talen en landen;discussions;"hotellerie,begroeting,Talen en landen";;-1;-1;
